stn_code,sampling_date,month,sampling_time,stn_name,type_water_body,name_of_water_body,river_basin,district,state_name,mon_agency,frequency,major_polluting_sources,use_based_class,visibility_effluent_discharge,weather,approx_depth,human_activities,floating_matter,color,odor,flow,temperature,dissolved_o2,ph,conductivity,bod,nitrate_n,nitrite_n,fecal_coliform,total_coliform,fecal_streptococci,turbidity,phenophelene_alkanity,total_alkalinity,chlorides,cod,total_kjeldahl_n,amonia_n,hardness_caco3,calcium_caco3,magnesium_caco3,sulphate,sodium,total_dissolved_solids,total_fixed_solids,total_suspended_solids,phosphate,boron,potassium,flouride,latitude,longitude,use_of_water_in_down_stream,remark
2671,2025-08-06,Aug,13:45:00,"Kundalika river near Salav bridge (Saline zone), Village.Salav, Taluka. Roha, District. Raigad.",River,Kundalika,Kundalika,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,Odor Free,0.0,29.0,6.6,7.5,13710.0,3.8,0.51,,140,540,9.3,1.09,5(BDL),70,4773.52,8.0,1.5(BDL),0.4,1420.0,230.0,1190.0,380.2,2281.5,11653.0,10255.0,28,0.2(BDL),0.69,89.24,0.25,18° 32.327,72°56.119 ,,Dry river
2672,2025-08-06,Aug,16:40:00,"Kundalika river at Dhatav at Jackwell , Village. Dhatav,Taluka. Roha, District. Raigad.",River,Kundalika,Kundalika,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,Odor Free,0.0,29.0,7.2,7.6,99.0,2.8,0.3(BDL),,33,280,1.8(BDL),1(BDL),5(BDL),32,16,28.0,1.5(BDL),0.4,28.0,16.0,12.0,5(BDL),6.25,84.0,74.0,10(BDL),0.38,0.5(BDL),1(BDL),0.2(BDL),18° 25.819,73° 09.819,,Dry river
2651,2025-08-06,Aug,17:45:00,"Amba river at D/s of Waken bridge, Village. Waken phata, Taluka. Roha, District. Raigad. ( u/s of the jackwells of M/s Supreme Petrochemicals & MIDC )",River,Kundalika,Kundalika,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,Odor Free,0.0,28.0,7.4,7.8,135.0,2.8,0.3(BDL),,17,220,1.8(BDL),1(BDL),5(BDL),58,12,8.0,1.5(BDL),0.4,54.0,28.0,26.0,5(BDL),6.16,113.0,100.0,10(BDL),0.31,0.5(BDL),1(BDL),0.2(BDL),18° 31.150,73° 09.434,,Dry river
2695,2025-08-05,Aug,12:05:00,"Pedhi river near road bridge at Dadhi. Pedhi village, Village. Dadhi. Pedhi, Taluka. Bhatkuli, District. Amravati.",River,Pedhi ,Pedhi ,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,Less than 50cm,"Bathing,Washing",No,slightly Turbit,organic,0.5,29.0,4.3,8.1,1046.0,4.8,1.33,,94,170,1.8(BDL),1(BDL),5(BDL),354,103.62,20.0,1.5(BDL),0.4,386.2,216.6,169.6,103.92,92.9,708.0,601.0,20,0.2(BDL),0.5(BDL),7.7,0.2(BDL),20° 49.532,77° 33.783,,Dry river
2700,2025-08-05,Aug,15:00:00,"Purna river near Achalpur. Amravati road bridge, Asegaon, Village. Asegaon,Taluka. Chandur Bazar, District. Amravati.",River,Purna ,Purna ,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,50-100cm,"Bathing,Washing",Yes,Slightly Turbit,organic,0.7,29.0,6.6,8.5,262.0,3.6,0.31,,2,4.5,1.8(BDL),1.4,9.6,145,11.8,12.0,1.5(BDL),0.4,123.0,60.4,62.6,10.42,23,194.0,163.0,19,0.2(BDL),0.5(BDL),1.8,0.2(BDL),20° 54.396,77° 36.817,,Dry river
5993,2025-08-05,Aug,14:05:00,Chandrabhaga river at chandur jahanpur thesil daryapur Dist- Amravati,River,Godavari,Godavari,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,50-100cm,"Bathing,Washing",Yes,Slightly Turbit,Odor Free,0.5,29.0,6,8.5,384.0,4.2,0.41,,79,240,1.8(BDL),4.1,9,179,27.14,16.0,1.5(BDL),0.4,135.0,78.6,56.4,18.94,36.9,277.0,235.0,16,0.2(BDL),0.5(BDL),2.7,0.2(BDL),20.941,77.338,,Dry river
5994,2025-08-05,Aug,13:10:00,"Purna river at Kolhapur Tal- Daryapur, Dist- Amravati",River,Godavari,Godavari,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,50-100cm,"Bathing,Washing",Yes,Clear,Odor Free,0.5,27.0,6.7,8.5,339.0,3.8,1.29,,110,280,1.8(BDL),2.9,11.8,1952,25.44,16.0,1.5(BDL),0.4,190.8,105.4,85.4,18.94,32.1,272.0,234.0,14,ND,0.5(BDL),2.5,0.2(BDL),20.944,77.502,,Dry river
5978,2025-08-05,Aug,13:30:00,"Penganga river at washim- risod road bridge, village asegaonpen, Tal-risod, dist- washim",River,Godavari,Godavari,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,50-100cm,"Bathing,Washing",No,Turbit,organic,0.5,27.0,6.8,8.5,415.0,4.1,1.4,,220,350,1.8(BDL),6.4,10.8,190,22.49,12.0,1.5(BDL),0.4,179.8,110.4,69.4,20.14,31.3,278.0,239.0,23,ND,0.5(BDL),2.7,0.2(BDL),20.0338238,76.9576,,Dry river
1913,2025-08-04,Aug,04:30:00,"Purna River at Dhupeshwar at u/s of Malkapur water works, Malkapur, Dist.Akola",River,Purna ,Purna ,Akola,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,3.0,21.0,7,8.6,496.0,4.4,3.2,,79,130,1.8(BDL),55,12,196,41.04,12.0,2.24,0.51,205.2,123.6,81.6,30,42.2,340.0,285.6,22,0.2(BDL),0.5(BDL),3.4,0.2(BDL),"20  ?09.010'N,","76  ? 33.625' E,",,Dry river
2155,2025-08-05,Aug,09:10:00,"Purna river at D/s of confluence of Morna and Purna, at Andura Village, Village. Andura, Taluka. Balapur, District. Akola.",River,Morna ,Morna ,Akola,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,3.0,25.0,7,8.5,565.0,4.7,3.5,,79,170,1.8(BDL),8.3,12.2,226,63.48,16.0,1.5(BDL),0.4,244.2,135.4,108.8,43.56,64.9,430.0,374.1,36,0.24,0.5(BDL),4.2,0.2(BDL),20  ?53.200N,76  ?51.364 E,,Dry river
2675,2025-08-05,Aug,12:10:00,Morna River D/s of Railway Bridge Akola ,River,Morna ,Morna ,Akola,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,3.0,25.0,4.4,7.8,768.0,9.1,2.66,,130,220,1.8(BDL),1.1,5(BDL),354,57.73,32.0,1.5(BDL),0.4,345.4,187.0,158.4,45.7,60,520.0,447.2,58,0.2(BDL),0.5(BDL),8.5,0.2(BDL),20° 09.016,77° 33.622,,Dry river
2699,2025-08-04,Aug,09:35:00,Penganga River at Mehkar .Buldana Bridge.Akola,River,Penganga ,Penganga ,Akola,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,3.0,22.0,6.8,8.2,697.0,4.0,0.76,,280,350,1.8(BDL),1(BDL),5(BDL),220,81.47,16.0,2.8,0.51,282.6,162.6,120.0,29.28,35.8,463.0,388.0,21,0.2(BDL),0.5(BDL),4.5,0.2(BDL),20  ?09.010' N,"76  ? 33.625' E,",,Dry river
5792,2025-08-04,Aug,10:30:00,"Lonar surovar lake, near kamalja devi temple. Tal- lonar Dist- Buldhana",Lake,Godavari,Godavari,Akola,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,3.0,20.0,5.6,8.7,40314.0,31.0,1.6,,1.8(BDL),1.8(BDL),1.8(BDL),1.9,428,1530,1044.68,128.0,1.68,0.4,146.8,35.4,111.4,108.6,1932.5,4751.0,4038.0,18,0.2(BDL),0.5(BDL),5,0.2(BDL),19.9719,76.50603,,Dry river
1908,2025-08-06,Aug,13:25:00,"Kolar river before confluence with Kanhan river at Waregaon Bridge, Village. Waregaon, Taluka.Kamptee, District.Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,Odor Free,0.0,22.0,5.1,8.5,713.0,4.8,1.19,,110,280,1.8(BDL),1(BDL),14.2,243,65.98,24.0,2.24,0.63,301.0,176.4,124.6,68.16,57.9,478.0,387.0,26,1.11,0.5(BDL),4.1,0.2(BDL),21° 13',79° 12',,Dry river
2170,2025-08-06,Aug,14:10:00,"Kanhan river at U/s of M/s Vidarbha Paper Mills, Village. Sinora, Taluka. Parseoni, District. Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,Odor Free,0.0,22.0,7.6,8.6,405.0,3.5,1.79,,79,140,1.8(BDL),5.3,11.8,180,18.49,12.0,3.36,1.13,194.4,123.6,70.8,30.85,23.3,304.0,249.0,32,0.2(BDL),0.5(BDL),2.5,0.2(BDL),21°12.679,79°14.127,,Dry river
2171,2025-08-06,Aug,14:15:00,"Kanhan river at D/s of M/s Vidarbha Paper Mills,  Village. Sinora, Taluka. Parseoni, District. Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,Odor Free,0.0,22.0,7,8.6,410.0,4.4,2.08,,140,280,1.8(BDL),3.1,10.8,178,16.49,20.0,2.8,0.86,189.8,125.4,64.4,30.85,26.1,274.0,230.0,54,0.2(BDL),0.5(BDL),2.6,0,21°12.575,79°14.203,,Dry river
1315,2025-08-07,Aug,16:30:00,"Wardha river at Pulgaon Railway Bridge, Village. Pulgaon,Taluka . Wardha, District. Wardha.",River,Wardha ,Wardha ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,Less than 50cm,"Bathing,Fishing",Yes,Clear,Odor Free,0.0,22.0,6.9,8.5,421.0,3.0,2.32,,49,170,1.8(BDL),1(BDL),11.6,215,19.99,12.0,1.5(BDL),0.4,198.6,109.0,89.6,20.32,38.2,290.0,238.0,16,0.2(BDL),0.5(BDL),3.1,0.2(BDL),20° 30,78° 20,,Dry river
1909,2025-08-08,Aug,14:20:00,"Kanhan river at D/s of Nagpur, Village. Agargaon, Taluka. Kuhi, District. Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,Odor Free,0.0,20.0,6.4,8.2,244.0,3.6,1.09,,110,170,1.8(BDL),4.3,6.8,1204,11.5,12.0,1.5(BDL),0.4,113.4,81.4,32.0,29.13,15.4,178.0,144.0,22,0.2(BDL),0.5(BDL),2.5,0.2(BDL),21° 15',79° 08',,Dry river
1910,2025-08-08,Aug,15:25:00,"Wainganga river after confluence with Kanhan river, Village. Ambhora,Taluka. Kuhi, District. Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,Less than 50cm,"Bathing,Fishing,Tourism Spot",Yes,Clear,Odor Free,0.0,20.0,6.2,8.2,284.0,3.8,1.14,,110,220,1.8(BDL),6,5.6,120,10,12.0,1.5(BDL),0.4,118.0,80.4,37.6,29.13,13.6,216.0,177.0,12,0.2(BDL),0.5(BDL),2.3,0.2(BDL),21° 16',79° 10',,Dry river
2722,2025-08-07,Aug,13:20:00,"Wena river at U/s of Mohata Mills, near Railway bridge on Wardha  Chandrapur Railway line, Village. Hinganghat, Taluka. Hinganghat, District. Wardha.",River,Wena,Wena,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,Odor Free,0.0,22.0,6.8,8.2,571.0,3.0,3.66,,49,110,1.8(BDL),2.8,13.8,231,25.99,12.0,2.24,0.58,246.6,135.2,111.4,63.46,42,418.0,342.0,24,0.2(BDL),0.5(BDL),3.4,0.2(BDL),20° 57.008,79° 00.756,,Dry river
2723,2025-08-07,Aug,13:30:00,"Wena river at D/s of Mohata Mills, near  bridge on Hinganghat. Wadner road,  Village. Hinganghat, Taluka. Hinganghat,  District. Wardha.",River,Wena,Wena,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,Odor Free,0.0,22.0,6.4,8.2,543.0,3.2,3.62,,110,220,1.8(BDL),2.9,14.8,233,39.99,8.0,2.24,0.58,250.0,137.8,112.2,64.04,45.8,401.0,332.0,34,0.2(BDL),0.5(BDL),3.8,0.2(BDL),20° 32.655,78° 48.714,,Dry river
5979,2025-08-06,Aug,17:20:00,"Nag river near ambazari lake, Dist- Nagpur",River,Godavari,Godavari,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,24.0,6.1,7.5,395.0,4.6,0.99,,1600,1600,2,1.3,5(BDL),178,38.49,20.0,2.24,0.69,185.8,128.8,57.0,28.87,31,280.0,235.0,12,1.73,0.5(BDL),3.5,0.2(BDL),20° 23.559,"76  ? 33.625' E,",,Dry river
5980,2025-08-06,Aug,15:20:00,Nag river  near bhandewadi bridge Dist- Nagpur,River,Godavari,Godavari,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,24.0,0.3(BDL),7.6,810.0,32.6,0.3(BDL),,1600,1600,2,1(BDL),5(BDL),347,64.98,84.0,7.28,4.1,284.0,178.0,106.0,31.44,70.3,526.0,431.0,158,1.81,0.5(BDL),10,0.2(BDL),20° 23.559,"76  ? 33.625' E,",,Dry river
5981,2025-08-06,Aug,15:00:00,"Nag river  near asoli road bridge, bhandara road, Dist- Nagpur",River,Godavari,Godavari,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,23.0,0.3(BDL),7.4,824.0,24.8,0.3(BDL),,280,1600,1.8(BDL),1.2,5(BDL),324,69.98,60.0,4.48,2.14,281.2,177.4,103.8,32.42,74.4,527.0,412.6,188,0.2(BDL),0.5(BDL),10,0.2(BDL),20° 23.559,"76  ? 33.625' E,",,Dry river
5982,2025-08-06,Aug,12:45:00,"Pilli river  near wanjara layout, kamptee road, Dist-Nagpur",River,Godavari,Godavari,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,24.0,1.2,7.5,643.0,13.9,0.3(BDL),,170,920,1.8(BDL),1.1,5(BDL),299,46.99,32.0,2.8,1.5,279.6,186.2,93.4,26.84,45.7,428.0,355.0,198,1.13,0.5(BDL),6.8,0.2(BDL),20° 23.559,"76  ? 33.625' E,",,Dry river
5983,2025-08-06,Aug,11:55:00,"Pilli river  near, vill-mankapur on koradi road, Dist- Nagpur",River,Godavari,Godavari,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,24.0,1.6,7.5,659.0,11.2,0.71,,140,350,1.8(BDL),1(BDL),5(BDL),298,100.97,28.0,2.24,1.85,281.6,191.0,90.6,30.85,71.6,501.0,420.0,214,0.2(BDL),0.5(BDL),10,0.2(BDL),20° 23.559,"76  ? 33.625' E,",,Dry river
2172,2025-08-03,Aug,01:50:00,"Wainganga river at D/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",River,Wainganga ,Wainganga ,Bhandara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Fishing,Others",Yes,Light Brown,Odourless,4.0,18.0,6,7.9,218.0,4.6,0.64,,280,350,1.8(BDL),130,5(BDL),99,9.3,20.0,1.5(BDL),0.4,102.6,77.0,25.6,21.48,13.1,160.0,136.0,64,0.2(BDL),0.5(BDL),2.2,0.2(BDL),21°21.307,79°47.943,,Dry river
2173,2025-08-03,Aug,01:30:00,"Wainganga river at U/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",River,Wainganga ,Wainganga ,Bhandara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Fishing,Others",Yes,Light Brown, Odourless,4.0,18.0,6.6,7.9,218.0,3.5,0.63,,170,280,1.8(BDL),85,5(BDL),95,11.2,12.0,2.24,0.51,96.8,68.0,28.8,23.78,16.9,152.0,130.7,46,0.2(BDL),0.5(BDL),2.7,0.2(BDL),21°21.454,79°47.942,,Dry river
5984,2025-08-03,Aug,05:30:00,"Wainganga river at kardha bridge, D/S of bhandara city, Dist- Bhandara",River,Godavari,Godavari,Bhandara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Fishing,Others",Yes,Light Brown, Odourless,4.0,18.0,5.8,7.9,213.0,4.5,0.68,,170,280,1.8(BDL),17,5(BDL),91,6.65,16.0,1.68,0.43,91.4,53.0,38.4,12.99,8.2,140.0,120.4,22,0.2(BDL),0.5(BDL),2.6,0.2(BDL),21.150911,79.66716,,Dry river
5985,2025-08-03,Aug,04:00:00,"Gosekhurd Dam village - Gosekhurd, pauni, Dist- Bhandara",Dam,Godavari,Godavari,Bhandara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Fishing,Others",Yes,Light Brown,Odourless,4.0,18.0,5.4,7.6,176.0,3.6,0.56,,4.5,13,1.8(BDL),45,5(BDL),88,7.45,12.0,2.8,0.55,85.2,57.8,27.4,16.09,9.6,128.0,112.6,12,0.2(BDL),0.5(BDL),2.4,0.2(BDL),20.875423,79.611417,,Dry river
28,2025-08-07,Aug,11:00:00,"Wainganga river at Ashti, Village. Ashti, Taluka. Gondpipri, District.Chandrapur.",River,Wainganga ,Wainganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,20.0,7.2,8.4,487.0,3.2,3.7,,110,280,1.8(BDL),1(BDL),12.6,194,26.49,8.0,1.5(BDL),0.4,216.0,107.8,108.2,36.22,38,340.0,285.0,30,0.2(BDL),0.5(BDL),2.7,0.2(BDL),19°10.643,79°47.140 ,,Dry river
2156,2025-08-07,Aug,17:30:00,"Wardha river at confluence point of Penganga & Wardha. Village. Jugad, Taluka. Wani, District. Yavatmal.",River,Penganga ,Penganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,20.0,6.9,8.4,523.0,3.2,3.82,,79,170,1.8(BDL),1(BDL),15.6,196,27.99,8.0,1.68,0.54,211.8,112.6,99.2,37.96,41.3,377.0,320.0,21,0.2(BDL),0.5(BDL),2.8,0.2(BDL),19°53.943,79°08.911,,Dry river
2174,2025-08-07,Aug,16:00:00,"Wardha river at D/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",River,Wardha ,Wardha ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,22.0,6.7,8.4,518.0,3.8,3.79,,110,220,1.8(BDL),1.1,14.4,208,27.49,16.0,2.24,0.79,210.0,115.0,95.0,35.8,35.8,380.0,315.0,58,0.2(BDL),0.5(BDL),2.7,0.2(BDL),19°54.291,79°06.894,,Dry river
2175,2025-08-05,Aug,12:00:00,"Wainganga river at U/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",River,Wainganga ,Wainganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,26.0,7,7.5,1614.0,4.5,ND,,46,140,1.8(BDL),120,5(BDL),84,15,16.0,2.8,0.76,91.4,53.0,38.4,15.81,7.5,125.0,104.0,38,0.2(BDL),0.5(BDL),2.7,0.2(BDL),20°37.169,79°51.408,,Dry river
2176,2025-08-05,Aug,12:30:00,"Wainganga river at D/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",River,Wainganga ,Wainganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,26.0,6.1,7.5,160.0,4.9,ND,,170,280,1.8(BDL),95,5(BDL),80,15,20.0,2.8,0.78,82.8,49.8,33.0,15.81,6.7,120.0,98.0,62,ND,0.5(BDL),2.5,0.2(BDL),20°37.169,79°56.408,,Dry river
2697,2025-08-06,Aug,13:00:00,"Penganga river near water supply scheme of Umarkhed M.C., Village. Belkhed,Taluka. Umarkhed, District. Yavatmal.",River,Penganga ,Penganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,26.0,7.1,8.4,494.0,3.6,2.55,,70,140,1.8(BDL),1(BDL),17.6,257,28.49,12.0,2.24,0.73,262.2,160.6,101.6,36.22,42.7,368.0,309.0,18,ND,0.5(BDL),2.7,0.2(BDL),20° 23.559,78° 07.934,,Dry river
2698,2025-08-06,Aug,14:30:00,"Penganga river D/s of Isapur Dam, Village. Isapur,Taluka. Pusad,District. Yavatmal.",River,Penganga ,Penganga ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,21.0,6.8,8.4,701.0,3.7,1.33,,33,39,1.8(BDL),1(BDL),14.2,199,71.48,12.0,2.24,0.72,237.4,137.6,99.8,77.78,76.8,470.0,390.0,14,0.2(BDL),0.5(BDL),3.6,0.2(BDL),20° 23.559,78° 07.934,,Dry river
2719,2025-08-07,Aug,14:00:00,"Wardha river at D/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",River,Erai ,Erai ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,22.0,6.9,8.4,506.0,3.7,3.82,,110,220,1.8(BDL),1(BDL),13.2,201,26.49,16.0,2.24,7.6,202.4,110.4,92.0,37.96,35.5,380.0,312.0,36,0.2(BDL),0.5(BDL),2.8,0.2(BDL),19° 59.433,79° 15.754,,Dry river
2720,2025-08-07,Aug,13:20:00,"Wardha river at U/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",River,Erai ,Erai ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,21.0,7,8.3,486.0,3.5,3.81,,49,79,1.8(BDL),1(BDL),11.8,206,27.49,12.0,2.8,0.72,212.2,110.2,102.0,36.22,41.3,378.0,313.0,28,0.2(BDL),0.5(BDL),2.8,0.2(BDL),19° 59.263,79° 06.907,,Dry river
2721,2025-08-07,Aug,15:30:00,"Wardha river at U/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",River,Wardha ,Wardha ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,22.0,7,8.4,452.0,3.6,3.67,,79,140,1.8(BDL),1(BDL),13.8,197,28.49,12.0,1.68,0.51,211.0,111.2,99.8,35.8,41.2,340.0,278.0,40,0.2(BDL),0.5(BDL),3.1,0.2(BDL),19° 54.336,79° 06.894,,Dry river
1212,2025-08-07,Aug,12:15:00,"Wardha river at Rajura bridge, Village. Rajura, Taluka. Chandrapur, District. Chandrapur.",River,Wardha ,Wardha ,Chandrapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,20.0,7,8.4,467.0,3.3,3.83,,79,110,1.8(BDL),1.1,12,204,28.49,8.0,2.24,0.74,209.8,115.2,94.6,37.96,39.2,355.0,301.0,34,0.2(BDL),0.5(BDL),3,0.2(BDL),19° 48,79° 23,,Dry river
